user,friend
404,56
404,81
404,137
404,196
404,483
404,658
404,838
404,1169
404,1260
404,1460
404,1663
404,1696
404,1804
404,1845
405,861
405,1458
405,1719
406,21
406,106
406,194
406,560
406,721
406,795
406,1513
406,1682
407,123
407,257
407,422
407,681
407,1103
407,1144
407,1344
407,1403
407,1507
407,1543
407,1794
408,14
408,44
408,55
408,75
408,124
408,153
408,169
408,241
408,388
408,470
408,481
408,495
408,506
408,517
408,592
408,632
408,683
408,692
408,707
408,739
408,751
408,791
408,792
408,839
408,916
408,1000
408,1050
408,1074
408,1137
408,1161
408,1181
408,1228
408,1248
408,1275
408,1306
408,1359
408,1369
408,1378
408,1415
408,1418
408,1500
408,1592
408,1861
408,1864
409,74
409,1106
409,1230
409,1663
410,56
410,111
410,384
410,656
410,782
410,1018
410,1251
410,1363
410,1533
410,1773
410,1802
411,344
411,468
411,970
411,1778
412,562
412,1103
412,1812
413,59
413,137
413,199
413,257
413,395
413,416
413,607
413,859
413,1136
413,1316
413,1393
413,1559
413,1762
414,813
414,1215
415,74
415,745
416,94
416,173
416,413
416,487
416,714
416,724
416,772
416,798
416,1062
416,1063
416,1142
416,1289
416,1441
416,1453
416,1482
416,1491
416,1601
416,1641
416,1658
417,74
417,398
417,635
417,745
417,1066
417,1121
417,1394
418,151
418,300
418,813
418,1536
418,1541
418,1704
419,457
419,511
419,1264
419,1468
419,1508
419,1536
419,1795
420,124
420,146
420,148
420,187
420,218
420,254
420,318
420,359
420,523
420,544
420,607
420,627
420,669
420,750
420,756
420,805
420,830
420,916
420,935
420,948
420,981
420,1034
420,1037
420,1038
420,1045
420,1068
420,1161
420,1166
420,1181
420,1182
420,1186
420,1213
420,1313
420,1334
420,1369
420,1408
420,1436
420,1450
420,1473
420,1593
420,1597
420,1604
420,1651
420,1652
420,1697
420,1710
420,1713
420,1760
420,1858
421,63
421,112
421,247
421,1103
422,136
422,249
422,407
422,960
422,995
422,1088
422,1103
422,1144
422,1394
422,1825
422,1835
423,13
423,56
423,74
423,117
423,136
423,137
423,257
423,287
423,343
423,660
423,745
423,808
423,997
423,1029
423,1066
423,1106
423,1144
423,1151
423,1164
423,1507
423,1663
423,1696
423,1708
424,56
424,716
424,821
424,854
424,1029
424,1106
424,1260
424,1262
424,1804
425,1336
425,1635
426,30
426,137
426,200
426,362
427,1136
427,1238
427,1730
427,1747
427,1762
428,104
428,602
428,702
428,743
428,813
428,1059
428,1092
428,1164
428,1337
428,1344
428,1394
428,1788
428,1841
429,1
429,94
429,398
429,707
429,727
429,772
429,965
429,1106
429,1625
429,1700
429,1780
429,1807
430,1840
431,1394
431,1609
431,1727
432,22
432,40
432,316
432,318
432,355
432,590
432,644
432,833
432,1000
432,1188
432,1190
432,1538
432,1556
432,1569
432,1762
432,1836
433,348
433,1035
433,1343
434,185
434,445
434,836
434,995
435,458
435,864
435,1152
436,591
436,772
436,859
436,1170
436,1229
436,1295
436,1385
436,1538
436,1577
436,1816
436,1835
436,1878
437,74
437,1838
438,354
439,44
439,71
439,169
439,243
439,289
439,332
439,372
439,388
439,446
439,454
439,463
439,485
439,495
439,500
439,502
439,506
439,550
439,553
439,642
439,675
439,739
439,817
439,867
439,887
439,916
439,929
439,938
439,958
439,978
439,988
439,1140
439,1179
439,1180
439,1186
439,1218
439,1228
439,1257
439,1291
439,1313
439,1359
439,1412
439,1439
439,1457
439,1570
439,1580
439,1593
439,1636
439,1644
439,1713
439,1818
439,1880
440,120
440,185
440,272
440,644
440,1387
440,1403
441,225
441,442
441,531
441,669
441,835
441,888
441,980
441,981
441,1075
441,1140
441,1148
441,1248
441,1445
441,1525
441,1627
441,1776
442,152
442,239
442,310
442,317
442,441
442,717
442,1003
442,1261
442,1370
442,1451
442,1497
442,1525
442,1713
442,1776
442,1818
443,28
443,198
443,286
443,349
443,363
443,498
443,724
443,798
443,917
443,1080
443,1689
444,16
444,835
444,921
444,995
444,1011
444,1046
444,1067
444,1164
444,1318
444,1443
444,1569
444,1609
445,199
445,434
445,798
445,833
445,1494
445,1542
445,1658
445,1719
446,363
446,388
446,439
446,887
446,938
447,53
447,237
447,1443
447,1828
448,75
448,169
448,213
448,218
448,222
448,243
448,289
448,363
448,454
448,481
448,498
448,517
448,552
448,698
448,705
448,739
448,776
448,840
448,902
448,938
448,1063
448,1188
448,1190
448,1308
448,1569
448,1802
449,136
449,504
449,537
449,651
449,1020
449,1048
449,1070
449,1103
449,1144
449,1825
449,1876
450,11
450,40
450,56
450,75
450,124
450,140
450,213
450,218
450,243
450,289
450,294
450,305
450,363
450,382
450,388
450,471
450,492
450,568
450,577
450,590
450,643
450,698
450,729
450,739
450,751
450,755
450,757
450,791
450,792
450,817
450,857
450,885
450,938
450,942
450,980
450,1011
450,1094
450,1137
450,1181
450,1190
450,1261
450,1331
450,1336
450,1347
450,1359
450,1418
450,1491
450,1497
450,1502
450,1523
450,1525
450,1556
450,1570
450,1579
450,1583
450,1591
450,1597
450,1644
450,1652
450,1696
450,1713
450,1729
450,1820
450,1836
450,1867
451,591
452,1882
453,41
453,893
453,1131
453,1184
453,1351
453,1478
454,75
454,138
454,169
454,213
454,218
454,241
454,243
454,289
454,331
454,355
454,392
454,439
454,448
454,467
454,502
454,517
454,592
454,643
454,675
454,698
454,705
454,739
454,776
454,797
454,948
454,956
454,1188
454,1228
454,1447
454,1556
454,1557
454,1569
454,1595
454,1636
454,1689
454,1760
454,1805
454,1856
455,27
455,123
455,553
455,700
455,791
455,1174
456,458
457,102
457,151
457,419
457,528
457,1164
457,1217
457,1344
457,1403
457,1616
457,1841
458,131
458,155
458,239
458,254
458,290
458,307
458,387
458,435
458,456
458,531
458,534
458,566
458,627
458,708
458,750
458,772
458,789
458,791
458,801
458,835
458,846
458,888
458,905
458,926
458,965
458,980
458,981
458,984
458,1028
458,1034
458,1035
458,1075
458,1079
458,1140
458,1148
458,1242
458,1306
458,1329
458,1371
458,1386
458,1502
458,1525
458,1561
458,1720
458,1724
458,1841
458,1864
458,1881
459,48
459,564
459,1344
459,1394
459,1772
460,117
460,361
460,513
460,1171
461,2
461,198
461,467
461,498
461,1117
461,1441
461,1658
461,1855
462,169
462,241
462,362
462,814
462,932
462,1018
462,1050
462,1179
462,1334
462,1430
462,1500
462,1576
462,1657
462,1689
462,1805
462,1820
462,1853
463,439
463,1635
463,1832
464,30
464,699
464,785
464,915
464,1603
465,43
465,128
465,239
465,301
465,333
465,358
465,495
465,531
465,534
465,627
465,653
465,751
465,756
465,787
465,857
465,888
465,1148
465,1186
465,1277
465,1329
465,1445
465,1472
465,1522
465,1697
465,1880
466,124
466,125
466,131
466,217
466,227
466,339
466,471
466,568
466,698
466,787
466,917
466,932
466,1034
466,1039
466,1297
466,1298
466,1366
466,1369
466,1384
466,1404
466,1423
466,1457
466,1497
466,1615
466,1689
466,1770
466,1802
467,28
467,45
467,48
467,56
467,75
467,94
467,119
467,138
467,173
467,181
467,198
467,199
467,202
467,243
467,284
467,286
467,349
467,355
467,369
467,454
467,461
467,483
467,487
467,498
467,528
467,537
467,617
467,681
467,798
467,823
467,877
467,938
467,1044
467,1063
467,1064
467,1065
467,1070
467,1106
467,1142
467,1216
467,1352
467,1359
467,1361
467,1491
467,1605
467,1616
467,1622
467,1624
467,1689
467,1713
467,1874
468,411
468,727
468,1098
468,1625
468,1703
468,1778
469,27
469,209
469,290
469,339
469,363
469,387
469,394
469,509
469,531
469,568
469,669
469,791
469,835
469,888
469,969
469,978
469,1034
469,1046
469,1075
469,1080
469,1140
469,1306
469,1315
469,1386
469,1497
469,1501
470,21
470,212
470,218
470,408
470,485
470,577
470,709
470,792
470,917
470,1081
470,1445
470,1538
470,1553
470,1557
470,1597
470,1635
471,124
471,139
471,152
471,169
471,239
471,305
471,311
471,317
471,356
471,359
471,392
471,450
471,466
471,485
471,533
471,534
471,566
471,586
471,592
471,619
471,631
471,726
471,739
471,750
471,840
471,932
471,978
471,1075
471,1111
471,1124
471,1140
471,1181
471,1250
471,1277
471,1298
471,1315
471,1329
471,1384
471,1409
471,1416
471,1457
471,1501
471,1525
471,1595
471,1614
471,1644
471,1776
471,1821
471,1837
471,1880
472,244
472,326
472,383
472,485
472,767
472,792
472,1018
472,1140
472,1218
472,1359
473,74
473,130
473,874
473,1400
473,1804
474,268
474,529
474,596
474,678
474,808
474,852
474,1098
474,1532
474,1543
475,117
475,143
475,144
475,508
475,529
475,693
475,758
475,772
475,852
475,859
475,1139
475,1338
475,1532
475,1613
475,1656
475,1685
475,1699
475,1835
476,1565
477,1865
478,1032
478,1769
479,74
479,160
479,1515
480,995
480,1164
481,42
481,55
481,75
481,93
481,115
481,128
481,140
481,144
481,169
481,241
481,289
481,318
481,326
481,333
481,359
481,372
481,378
481,386
481,408
481,448
481,498
481,502
481,509
481,534
481,553
481,566
481,577
481,590
481,600
481,611
481,636
481,643
481,681
481,683
481,698
481,857
481,867
481,942
481,947
481,948
481,958
481,980
481,981
481,988
481,1011
481,1033
481,1045
481,1050
481,1068
481,1137
481,1139
481,1181
481,1190
481,1209
481,1218
481,1228
481,1307
481,1312
481,1313
481,1317
481,1329
481,1345
481,1350
481,1359
481,1374
481,1439
481,1577
481,1591
481,1593
481,1597
481,1671
481,1713
481,1770
481,1795
481,1820
481,1836
481,1851
481,1856
481,1858
482,0
482,123
482,136
482,664
482,709
482,732
482,1103
483,102
483,154
483,179
483,362
483,404
483,467
483,596
483,1029
483,1157
483,1164
483,1216
483,1260
483,1402
483,1433
483,1443
483,1500
483,1540
483,1641
483,1805
484,1425
484,1443
484,1710
485,42
485,45
485,169
485,202
485,219
485,301
485,355
485,363
485,372
485,388
485,439
485,470
485,471
485,472
485,495
485,681
485,885
485,947
485,948
485,964
485,1085
485,1311
485,1409
485,1415
485,1416
485,1497
485,1570
485,1676
486,74
486,292
486,1264
486,1344
486,1505
487,2
487,28
487,56
487,94
487,119
487,173
487,198
487,199
487,206
487,369
487,416
487,467
487,498
487,537
487,610
487,798
487,877
487,1216
487,1368
487,1482
487,1491
487,1641
487,1658
487,1751
487,1874
488,144
488,187
488,195
488,232
488,249
488,1060
488,1079
488,1164
488,1305
488,1402
488,1430
488,1455
488,1500
488,1517
488,1540
488,1628
488,1646
488,1696
488,1870
489,1659
490,33
490,1164
490,1472
490,1586
490,1648
491,591
491,904
491,1468
492,43
492,55
492,72
492,90
492,124
492,129
492,169
492,202
492,213
492,219
492,225
492,261
492,282
492,331
492,363
492,373
492,392
492,450
492,502
492,531
492,626
492,681
492,683
492,717
492,756
492,792
492,801
492,938
492,964
492,1028
492,1137
492,1140
492,1181
492,1186
492,1228
492,1235
492,1266
492,1306
492,1308
492,1369
492,1391
492,1409
492,1416
492,1439
492,1457
492,1487
492,1497
492,1570
492,1580
492,1583
492,1604
492,1636
492,1676
492,1782
492,1818
492,1836
492,1851
493,884
493,1353
493,1616
494,152
494,261
494,1875
495,43
495,129
495,169
495,202
495,271
495,333
495,359
495,372
495,408
495,439
495,465
495,485
495,496
495,506
495,636
495,675
495,840
495,857
495,888
495,958
495,980
495,1045
495,1085
495,1093
495,1155
495,1185
495,1291
495,1313
495,1347
495,1439
495,1451
495,1457
495,1469
495,1556
495,1676
495,1697
495,1713
495,1736
495,1765
495,1818
495,1823
495,1851
495,1856
496,54
496,96
496,230
496,290
496,495
496,870
496,886
496,1676
497,70
497,1293
498,2
498,28
498,48
498,55
498,75
498,129
498,169
498,181
498,198
498,199
498,213
498,222
498,286
498,301
498,331
498,370
498,443
498,448
498,461
498,467
498,481
498,487
498,502
498,537
498,603
498,617
498,681
498,705
498,726
498,757
498,767
498,792
498,798
498,840
498,1062
498,1063
498,1064
498,1070
498,1106
498,1137
498,1142
498,1161
498,1216
498,1228
498,1352
498,1359
498,1445
498,1457
498,1491
498,1548
498,1588
498,1622
498,1658
498,1697
498,1760
498,1856
499,355
499,755
499,1304
499,1324
500,43
500,55
500,75
500,331
500,355
500,439
500,506
500,517
500,592
500,594
500,596
500,705
500,798
500,840
500,887
500,1018
500,1181
500,1216
500,1747
500,1803
501,42
501,43
501,140
501,261
501,550
501,1540
501,1604
502,46
502,55
502,115
502,169
502,217
502,222
502,225
502,250
502,301
502,305
502,317
502,373
502,439
502,454
502,481
502,492
502,498
502,566
502,588
502,600
502,636
502,706
502,740
502,751
502,756
502,767
502,834
502,839
502,942
502,1045
502,1137
502,1161
502,1275
502,1311
502,1378
502,1415
502,1416
502,1447
502,1469
502,1497
502,1667
502,1710
502,1790
502,1836
503,198
503,819
503,1063
503,1658
504,136
504,400
504,449
504,635
504,709
504,790
504,1103
504,1144
504,1459
505,203
505,321
505,513
505,743
505,852
505,1121
505,1217
505,1394
505,1443
505,1616
505,1699
506,42
506,169
506,241
506,394
506,408
506,439
506,495
506,500
506,577
506,621
506,840
506,932
506,938
506,1080
506,1085
506,1137
506,1181
506,1207
506,1216
506,1409
506,1412
506,1439
506,1570
506,1644
507,392
507,531
507,771
507,803
507,846
507,969
507,1075
507,1298
507,1412
507,1443
507,1525
507,1621
507,1655
508,475
508,1164
508,1252
508,1435
509,5
509,10
509,14
509,39
509,51
509,131
509,139
509,141
509,144
509,197
509,218
509,254
509,255
509,307
509,311
509,318
509,333
509,345
509,356
509,377
509,469
509,481
509,533
509,543
509,561
509,577
509,611
509,669
509,723
509,734
509,746
509,760
509,809
509,821
509,838
509,840
509,854
509,891
509,894
509,902
509,943
509,978
509,1014
509,1034
509,1046
509,1060
509,1148
509,1160
509,1166
509,1188
509,1190
509,1238
509,1269
509,1295
509,1306
509,1324
509,1325
509,1345
509,1365
509,1386
509,1418
509,1430
509,1455
509,1476
509,1504
509,1505
509,1507
509,1517
509,1538
509,1553
509,1632
509,1720
509,1830
509,1835
509,1848
509,1868
510,103
510,512
510,582
510,808
510,852
511,151
511,419
511,660
511,808
511,1344
512,48
512,74
512,510
512,753
512,915
512,1164
512,1394
512,1663
513,460
513,505
513,610
513,813
513,1468
513,1871
514,74
514,300
514,661
514,682
514,808
514,813
514,852
514,1164
514,1394
514,1508
514,1878
515,114
516,74
516,238
516,255
516,1139
517,115
517,138
517,169
517,202
517,213
517,241
517,243
517,289
517,355
517,378
517,408
517,448
517,454
517,500
517,636
517,698
517,702
517,739
517,751
517,776
517,840
517,938
517,1181
517,1359
517,1569
517,1591
517,1760
517,1836
517,1856
518,212
518,348
518,568
518,653
518,791
518,817
518,839
518,864
518,932
518,1008
518,1011
518,1033
518,1329
518,1635
518,1864
519,1630
520,1356
521,45
521,99
521,202
521,270
521,612
521,642
521,681
521,683
521,885
521,929
521,1081
521,1409
522,320
522,1149
523,370
523,420
523,1144
523,1475
523,1541
524,43
524,46
524,218
524,222
524,361
524,378
524,543
524,573
524,611
524,636
524,772
524,787
524,914
524,917
524,942
524,985
524,1018
524,1021
524,1161
524,1190
524,1556
524,1587
524,1699
524,1770
524,1816
525,606
526,946
526,1219
526,1234
527,1392
527,1874
528,94
528,457
528,467
528,714
528,1260
528,1546
529,123
529,474
529,475
529,1270
529,1508
530,112
530,1002
530,1103
531,43
531,46
531,127
531,128
531,155
531,212
531,236
531,239
531,313
531,317
531,382
531,386
531,387
531,393
531,441
531,458
531,465
531,469
531,492
531,507
531,586
531,669
531,750
531,756
531,819
531,834
531,857
531,888
531,921
531,968
531,969
531,978
531,980
531,981
531,1010
531,1035
531,1037
531,1075
531,1124
531,1140
531,1148
531,1185
531,1261
531,1306
531,1369
531,1375
531,1380
531,1412
531,1416
531,1437
531,1445
531,1449
531,1451
531,1514
531,1522
531,1525
531,1580
531,1627
531,1770
531,1776
531,1826
531,1838
531,1880
532,948
532,1533
533,55
533,105
533,141
533,152
533,155
533,169
533,195
533,218
533,307
533,311
533,378
533,394
533,471
533,509
533,543
533,577
533,643
533,756
533,772
533,791
533,916
533,932
533,978
533,994
533,1008
533,1043
533,1124
533,1148
533,1188
533,1306
533,1311
533,1345
533,1404
533,1445
533,1490
533,1548
533,1609
533,1770
533,1821
533,1836
534,46
534,128
534,136
534,195
534,239
534,290
534,294
534,363
534,371
534,458
534,465
534,471
534,481
534,568
534,643
534,655
534,675
534,739
534,746
534,750
534,839
534,888
534,932
534,947
534,978
534,988
534,1008
534,1010
534,1011
534,1085
534,1118
534,1138
534,1148
534,1235
534,1298
534,1384
534,1409
534,1445
534,1472
534,1497
534,1635
534,1782
534,1818
534,1836
534,1864
535,879
536,288
536,340
537,28
537,59
537,94
537,173
537,198
537,199
537,249
537,286
537,449
537,467
537,487
537,498
537,610
537,707
537,710
537,798
537,1062
537,1063
537,1070
537,1106
537,1142
537,1216
537,1352
537,1368
537,1491
537,1658
538,1103
538,1686
539,94
539,198
539,1063
539,1352
539,1482
539,1559
539,1874
540,271
540,715
540,1045
540,1239
541,1564
542,103
542,268
542,808
542,852
543,144
543,153
543,197
543,316
543,333
543,361
543,509
543,524
543,533
543,590
543,596
543,604
543,654
543,677
543,683
543,776
543,809
543,839
543,851
543,942
543,1000
543,1018
543,1151
543,1155
543,1188
543,1313
543,1325
543,1415
543,1500
543,1553
543,1689
543,1710
543,1752
543,1835
543,1836
544,76
544,191
544,211
544,244
544,248
544,420
544,609
544,668
544,693
544,797
544,1139
544,1280
544,1337
544,1390
545,314
546,144
546,165
546,596
546,1035
546,1121
546,1157
546,1190
546,1858
547,1226
548,564
548,1891
549,682
549,741
550,42
550,213
550,236
550,241
550,254
550,372
550,387
550,394
550,439
550,501
550,600
550,683
550,938
550,1085
550,1185
550,1235
550,1671
551,282
551,373
551,386
551,1085
551,1266
551,1334
551,1592
551,1697
552,102
552,169
552,243
552,378
552,448
552,739
552,838
552,1103
552,1504
552,1596
553,10
553,15
553,43
553,55
553,75
553,93
553,115
553,139
553,241
553,269
553,355
553,372
553,439
553,455
553,481
553,586
553,600
553,675
553,702
553,705
553,706
553,715
553,717
553,756
553,800
553,814
553,857
553,867
553,915
553,938
553,948
553,956
553,967
553,988
553,1026
553,1045
553,1155
553,1166
553,1176
553,1218
553,1220
553,1239
553,1307
553,1311
553,1317
553,1334
553,1336
553,1345
553,1369
553,1378
553,1469
553,1556
553,1569
553,1691
553,1765
553,1820
553,1823
554,73
554,327
554,336
554,904
555,86
555,167
555,321
555,354
555,667
555,1264
556,112
556,136
556,177
556,257
556,369
556,952
556,1064
556,1065
556,1102
556,1103
556,1106
556,1144
556,1314
556,1368
556,1601
557,155
557,586
557,756
557,867
558,1215
558,1779
559,200
560,106
560,194
560,406
560,1682
561,378
561,509
561,947
561,1224
561,1391
561,1713
561,1740
561,1798
562,134
562,360
562,412
562,1103
563,582
563,808
563,852
563,1846
564,459
564,548
564,1891
565,12
565,644
565,659
565,1157
565,1403
566,43
566,124
566,139
566,169
566,378
566,386
566,458
566,471
566,481
566,502
566,586
566,626
566,698
566,723
566,725
566,746
566,757
566,800
566,932
566,938
566,995
566,1008
566,1038
566,1080
566,1186
566,1228
566,1317
566,1336
566,1359
566,1522
566,1590
566,1766
567,107
567,1063
567,1103
567,1700
567,1804
568,124
568,239
568,261
568,289
568,305
568,318
568,363
568,378
568,388
568,390
568,450
568,466
568,469
568,518
568,534
568,600
568,636
568,698
568,739
568,750
568,792
568,839
568,902
568,932
568,1008
568,1045
568,1137
568,1197
568,1359
568,1412
568,1445
568,1525
568,1660
568,1689
568,1836
568,1864
568,1881
569,1831
570,865
571,40
572,102
572,741
572,743
572,813
572,1133
572,1344
572,1394
572,1803
573,524
573,917
573,942
573,1018
573,1190
573,1191
573,1333
573,1424
573,1500
573,1635
573,1710
574,1489
574,1844
575,65
575,995
576,55
576,125
576,225
576,888
576,1233
576,1409
576,1864
577,56
577,83
577,105
577,124
577,137
577,139
577,218
577,222
577,243
577,259
577,282
577,313
577,317
577,333
577,352
577,356
577,361
577,363
577,393
577,450
577,470
577,481
577,506
577,509
577,533
577,643
577,657
577,677
577,681
577,692
577,693
577,723
577,751
577,760
577,791
577,792
577,839
577,857
577,864
577,902
577,916
577,942
577,978
577,994
577,1046
577,1080
577,1085
577,1106
577,1118
577,1155
577,1166
577,1181
577,1306
577,1315
577,1334
577,1386
577,1450
577,1469
577,1538
577,1570
577,1591
577,1597
577,1627
577,1709
577,1710
577,1766
577,1795
577,1836
577,1858
578,167
578,1498
579,884
579,893
579,1040
579,1130
579,1730
580,1358
580,1743
581,788
581,1703
582,200
582,343
582,510
582,563
582,808
582,852
582,1699
582,1846
583,610
583,890
584,237
584,278
584,402
584,1035
584,1160
584,1299
584,1427
584,1628
585,281
585,402
585,1160
585,1443
585,1865
586,15
586,141
586,152
586,215
586,282
586,290
586,311
586,317
586,328
586,471
586,531
586,553
586,557
586,566
586,655
586,817
586,835
586,846
586,857
586,888
586,969
586,978
586,1008
586,1028
586,1034
586,1037
586,1075
586,1140
586,1148
586,1181
586,1207
586,1235
586,1298
586,1306
586,1336
586,1383
586,1416
586,1437
586,1445
586,1450
586,1504
586,1525
586,1636
586,1651
586,1655
587,996
588,55
588,115
588,502
588,702
588,1050
588,1239
589,272
589,823
589,1080
589,1133
589,1164
589,1221
589,1468
589,1609
589,1630
589,1871
590,22
590,55
590,61
590,115
590,124
590,137
590,153
590,202
590,212
590,218
590,222
590,235
590,289
590,305
590,328
590,359
590,432
590,450
590,481
590,543
590,592
590,607
590,612
590,681
590,683
590,698
590,723
590,739
590,756
590,772
590,776
590,792
590,817
590,839
590,840
590,851
590,942
590,947
590,1037
590,1050
590,1076
590,1161
590,1166
590,1188
590,1190
590,1291
590,1295
590,1307
590,1315
590,1359
590,1500
590,1587
590,1710
590,1776
590,1805
590,1820
590,1835
590,1836
590,1864
590,1881
591,40
591,102
591,355
591,436
591,451
591,491
591,904
591,1044
591,1139
591,1169
591,1498
591,1508
592,27
592,105
592,218
592,222
592,241
592,259
592,297
592,305
592,333
592,339
592,359
592,394
592,408
592,454
592,471
592,500
592,590
592,636
592,675
592,698
592,705
592,723
592,791
592,840
592,938
592,978
592,1148
592,1218
592,1317
592,1386
592,1415
592,1588
592,1656
592,1760
592,1836
593,88
594,278
594,296
594,355
594,500
594,681
594,1071
594,1290
594,1689
595,700
595,1386
596,12
596,110
596,355
596,401
596,474
596,483
596,500
596,543
596,546
596,703
596,772
596,885
596,946
596,1044
596,1063
596,1121
596,1154
596,1157
596,1219
596,1235
596,1258
596,1394
596,1466
596,1543
596,1647
596,1684
596,1835
597,177
597,337
597,709
597,1020
597,1459
597,1609
598,1164
599,278
599,690
599,1154
599,1466
599,1655
599,1699
600,55
600,115
600,116
600,169
600,217
600,222
600,225
600,250
600,269
600,289
600,297
600,308
600,372
600,373
600,386
600,387
600,481
600,502
600,550
600,553
600,568
600,643
600,653
600,675
600,705
600,723
600,739
600,756
600,867
600,915
600,938
600,956
600,967
600,1045
600,1155
600,1185
600,1207
600,1218
600,1261
600,1285
600,1334
600,1369
600,1408
600,1652
600,1676
600,1713
600,1790
600,1821
600,1856
601,184
601,931
601,949
601,1029
601,1144
601,1700
602,428
602,682
602,832
602,1164
602,1464
602,1537
603,94
603,199
603,286
603,498
603,798
603,1046
603,1106
603,1386
604,543
604,611
604,947
604,1836
604,1855
605,806
606,525
606,658
606,1543
607,19
607,56
607,73
607,118
607,123
607,199
607,200
607,227
607,233
607,278
607,315
607,328
607,386
607,413
607,420
607,590
607,772
607,838
607,903
607,921
607,949
607,978
607,1032
607,1061
607,1075
607,1103
607,1121
607,1124
607,1160
607,1188
607,1282
607,1362
607,1394
607,1419
607,1486
607,1587
607,1730
607,1744
607,1805
607,1887
608,337
608,401
608,1103
608,1392
608,1740
609,74
609,544
609,1022
610,28
610,40
610,183
610,487
610,513
610,537
610,583
610,795
610,798
610,1742
610,1756
611,155
611,307
611,310
611,333
611,378
611,481
611,509
611,524
611,604
611,612
611,627
611,698
611,801
611,840
611,903
611,947
611,978
611,980
611,981
611,1008
611,1011
611,1034
611,1080
611,1450
612,155
612,239
612,305
612,393
612,521
612,590
612,611
612,643
612,817
612,829
612,867
612,902
612,1008
612,1034
612,1075
612,1285
612,1369
612,1415
612,1670
613,224
613,1048
613,1215
614,249
614,333
614,1239
614,1455
615,1394
615,1762
616,257
617,59
617,94
617,119
617,199
617,370
617,467
617,498
617,1062
617,1070
617,1097
617,1144
617,1216
617,1352
617,1482
617,1622
617,1658
618,74
618,136
618,1700
619,99
619,141
619,241
619,254
619,259
619,317
619,359
619,394
619,471
619,751
619,903
619,932
619,978
619,1274
619,1329
619,1450
619,1485
619,1490
619,1651
619,1692
619,1710
620,53
620,280
620,1226
620,1244
620,1493
621,373
621,506
621,914
621,938
621,969
621,1037
621,1476
621,1502
622,66
622,733
622,826
622,920
622,940
622,1420
623,90
623,152
623,239
623,271
623,282
623,290
623,363
623,373
623,641
623,751
623,857
623,867
623,888
623,967
623,968
623,994
623,1176
623,1415
623,1416
623,1569
623,1697
623,1823
624,1058
625,278
625,708
625,766
625,1024
625,1060
625,1213
625,1292
625,1318
625,1394
625,1628
625,1633
625,1757
625,1838
626,71
626,140
626,169
626,195
626,222
626,254
626,261
626,282
626,333
626,363
626,382
626,492
626,566
626,757
626,771
626,817
626,867
626,980
626,1068
626,1080
626,1186
626,1306
626,1321
626,1416
626,1445
626,1487
626,1636
626,1676
626,1765
626,1864
627,16
627,21
627,125
627,195
627,239
627,290
627,317
627,420
627,458
627,465
627,611
627,791
627,834
627,846
627,857
627,888
627,980
627,1034
627,1148
627,1228
627,1306
627,1313
627,1369
627,1383
627,1415
627,1497
627,1566
627,1597
627,1644
627,1864
628,60
628,1607
629,48
629,296
629,389
629,1260
629,1498
630,266
630,339
630,895
630,1365
630,1517
630,1617
630,1750
630,1796
630,1817
630,1828
630,1864
631,471
631,791
631,978
631,1864
632,55
632,169
632,363
632,408
632,698
632,706
632,1378
632,1770
632,1858
633,753
633,1245
634,139
634,359
634,740
634,870
634,1032
634,1311
634,1317
634,1514
634,1818
635,63
635,123
635,136
635,137
635,400
635,417
635,504
635,772
635,790
635,952
635,1048
635,1103
635,1144
635,1601
636,9
636,10
636,43
636,115
636,138
636,169
636,254
636,297
636,305
636,363
636,372
636,373
636,481
636,495
636,502
636,517
636,524
636,568
636,592
636,665
636,681
636,683
636,705
636,767
636,840
636,932
636,938
636,964
636,1031
636,1085
636,1137
636,1181
636,1228
636,1296
636,1308
636,1469
636,1604
636,1689
637,102
637,169
637,1137
637,1197
637,1359
638,94
638,177
638,210
638,286
638,821
638,997
638,1106
638,1117
638,1289
638,1361
638,1368
638,1392
638,1491
638,1596
638,1601
638,1814
638,1874
639,272
639,661
639,813
639,1071
639,1144
640,278
640,341
640,402
640,1024
640,1032
640,1282
640,1286
640,1336
640,1443
640,1455
640,1597
640,1617
640,1646
640,1720
640,1828
640,1838
640,1858
640,1883
641,317
641,623
641,756
641,1415
641,1604
642,43
642,105
642,115
642,127
642,138
642,144
642,218
642,282
642,289
642,373
642,378
642,386
642,388
642,439
642,521
642,675
642,681
642,698
642,717
642,757
642,792
642,801
642,916
642,932
642,947
642,1118
642,1137
642,1188
642,1235
642,1308
642,1329
642,1445
642,1469
642,1570
642,1588
642,1689
642,1818
642,1836
642,1867
643,40
643,46
643,56
643,83
643,93
643,152
643,155
643,195
643,219
643,227
643,231
643,289
643,290
643,294
643,310
643,331
643,450
643,454
643,481
643,533
643,534
643,577
643,600
643,612
643,652
643,653
643,665
643,675
643,698
643,709
643,723
643,758
643,787
643,791
643,792
643,801
643,821
643,864
643,867
643,916
643,926
643,932
643,938
643,947
643,967
643,992
643,1010
643,1011
643,1053
643,1137
643,1155
643,1181
643,1185
643,1207
643,1306
643,1313
643,1315
643,1329
643,1359
643,1400
643,1409
643,1411
643,1415
643,1439
643,1445
643,1457
643,1472
643,1497
643,1525
643,1553
643,1583
643,1592
643,1593
643,1636
643,1660
643,1770
643,1810
643,1856
643,1864
643,1866
644,117
644,137
644,243
644,316
644,338
644,355
