user,item
4982,76610
418,7816
971,54576
896,2791
537,632
2080,2707
578,2116
2883,43099
1280,576
3288,4421
1224,1689
1262,17923
2779,83080
2878,83149
2543,30705
1712,58817
760,49205
6479,60152
1441,37075
3420,58044
6610,33681
424,3573
274,26546
2419,11872
243,20932
6637,17423
7272,51466
290,2439
579,43482
5893,14340
259,476
850,51169
256,23332
4398,94811
600,1063
159,14507
5087,86713
2875,41790
6879,103795
1401,4784
1518,2707
3414,16684
1694,12032
4450,76389
6900,103841
3618,12029
5357,35585
3856,26224
5257,98637
4367,81000
193,16133
6961,104012
2118,75192
5270,34638
7275,47962
353,33066
3300,88542
2142,5530
5507,67451
5658,99853
1562,68003
4482,50366
3631,4271
1046,4107
3097,6631
1050,57275
2487,79951
2572,4060
6034,6922
1307,2741
4167,82906
2112,75142
588,43862
4916,12511
2712,42835
582,2781
1334,26084
649,2766
4032,14893
2686,15208
5676,74463
195,16741
894,52060
384,35363
3873,26335
6419,79696
5859,85808
2430,8598
350,32979
2786,71778
290,27699
1089,4236
3074,42776
6970,12049
134,499
80,9367
4707,6377
9,1900
5983,39971
6828,26455
566,42431
720,47270
3061,28980
350,29621
1008,55600
4092,93441
5015,86225
2051,1007
5136,98160
6323,102303
1401,65341
2223,26254
6747,79577
4163,83116
1082,35754
3214,2791
602,44186
599,44072
1630,68831
2452,5539
2970,41914
582,30993
5427,12029
1478,12386
6166,2182
3650,16232
2125,3540
5847,10466
1829,11540
6829,84556
3576,8193
5733,53242
445,38456
272,12496
376,7835
287,3786
3439,4821
2844,82259
6699,89446
4149,6346
6187,102002
6241,89057
5856,70299
1567,3573
1452,8255
2567,14584
4823,52635
967,4296
2489,79408
3097,45880
3304,4369
5175,98379
239,20485
330,30725
7266,15155
1225,26316
2598,24679
6827,83674
4411,30903
2430,79037
1203,2858
2279,8860
713,30177
692,6368
5693,69850
0,570
1858,72222
3090,78022
5573,18403
258,23455
2705,82392
6662,103261
3786,74433
2448,49003
5550,6912
4977,97562
2919,19563
645,8896
46,219
4188,1412
435,37934
1114,59245
1170,32441
4757,8304
3846,6912
7258,12029
759,15579
5799,100459
4831,22349
2425,78986
6995,41496
6441,61786
3731,26277
649,45287
1283,63350
4750,66025
7134,11682
3488,4339
5469,14803
5710,2654
343,32528
1367,54277
6300,55291
1120,59781
6992,19712
1869,2551
2541,80807
1658,50855
4563,2739
330,4558
6430,9144
1202,5766
7221,19576
4942,11028
4908,72685
67,183
3724,23306
976,54776
2939,2654
65,8357
5803,61887
2781,83105
2300,31559
263,25053
1085,3269
3059,46002
1457,1069
6377,100937
6900,103853
269,2425
1662,69358
578,700
5655,19576
753,49074
2744,11030
4220,93962
6833,1128
1120,59446
3410,67451
4300,4360
629,43839
905,4626
5699,2781
4227,80318
5963,79214
7309,74329
1813,71582
1141,8143
24,4308
1053,1037
5971,81725
0,108
670,41441
67,289
5295,1888
3569,8294
7088,56942
350,11806
5572,73841
2847,45272
3032,80039
496,1970
3215,8699
31,4776
6293,69755
1472,66797
7153,12036
239,20475
3731,45297
5733,19627
625,44473
127,4296
6183,101949
330,30612
2046,1340
2032,29292
1400,967
6453,102688
1697,69889
1103,15638
5889,73580
2971,57650
233,19308
6561,103068
330,30752
1050,57336
4997,18964
1095,7810
4338,2802
578,43436
418,1710
5008,40619
3476,23253
7226,57574
6054,83978
1743,70802
2758,14893
293,5229
1813,71611
2031,19186
1777,71077
359,34165
932,13644
1351,55582
2785,40524
186,15614
1176,61105
443,38441
392,35802
1037,48752
1012,56056
193,16130
7069,63312
1758,70955
1291,63533
2660,8979
2220,76159
6119,92232
6091,79046
4370,34224
3827,58867
5978,5089
7189,97561
1705,7579
305,28562
5755,84473
4939,55221
7043,16601
6905,14834
371,34491
902,52452
226,16009
6782,66756
2582,2781
2828,43806
1289,2781
193,16140
1233,54370
2869,29705
6797,31717
4849,35040
134,12818
1569,26471
1437,65978
1574,68186
1929,5413
649,45282
4784,21302
596,44034
4035,1838
263,99
356,33756
2840,67073
3962,63572
3353,88794
1229,62040
566,42443
2880,84552
2238,76408
258,23519
739,4352
4713,4965
2612,50222
7096,104413
376,34907
6632,8705
3771,84332
451,2707
2939,26272
1195,48831
3287,66637
2804,26916
1935,16516
110,11291
2958,6918
3085,28262
1465,9364
1397,5221
2796,1055
6859,19596
3832,26298
5571,55309
2280,76982
2614,81472
1095,35115
2255,76691
713,46792
3059,28776
745,2453
387,35451
1412,2707
679,45732
3023,86435
204,17447
1713,43425
527,41175
1618,68640
33,5145
6423,40431
150,14241
232,19112
5845,2008
6417,26461
321,29233
5440,3560
7310,26291
3059,68818
2668,81996
2266,48413
2338,77654
67,8567
5250,98611
1143,52628
2317,77349
6633,79427
1848,13962
2188,75734
1251,4043
6870,11600
85,9655
330,30199
1457,15375
508,9983
2848,14915
6790,45260
294,27952
2829,17942
2094,28955
5609,70907
203,17388
750,48810
766,15406
1050,57321
222,18126
2705,40137
3725,9364
5018,97739
3873,85620
788,49994
898,4078
2939,85719
0,651
330,29903
4367,83859
0,574
3356,7830
501,1899
2249,76634
4141,42200
2487,80064
2829,490
1041,36658
272,24759
6476,102785
259,24726
2877,56700
2778,83059
7239,101287
6051,93137
4045,23179
6964,58827
1404,8964
1260,19371
1095,45378
4126,93577
1949,65620
2885,72550
6421,23325
635,44827
1956,73023
5132,7739
2103,19360
990,7172
817,50564
711,46555
2839,76216
2712,57529
243,20966
231,18882
327,29619
3024,86451
2041,61367
2051,5766
3848,84556
3851,26467
1441,39799
750,48883
3,773
1959,26183
64,7753
6189,6931
6463,1995
367,3457
82,207
114,11608
2779,2516
355,33615
6508,46522
2795,58797
2442,28590
2487,79998
574,43102
7040,82406
239,20352
6334,26159
1773,71059
2826,21614
1506,7251
4839,79358
433,6347
831,13455
17,3805
247,21548
683,2066
1232,62239
701,46298
4770,53771
259,24837
4616,8693
1029,33733
5501,26328
165,14604
264,18696
3401,1340
2412,42984
5609,33062
3746,90850
2181,37526
3331,75540
817,27707
0,467
6560,21299
1029,56659
903,7847
2712,82464
2917,78506
6222,74377
492,3970
258,24090
269,25394
5238,48809
5005,72639
271,15576
508,13939
339,31879
332,21638
365,11753
5705,29375
232,2199
6853,82755
271,9214
1613,24606
6453,26281
3411,78514
336,31538
5372,33310
1084,7679
2776,81043
1680,37085
589,43865
3737,67087
4595,43777
4972,15437
241,20501
1095,23108
221,18071
138,13691
2284,27268
336,31397
7163,74244
2689,82240
2992,46567
150,3481
3038,10847
1152,3336
3837,91465
2237,38741
5187,14849
330,30835
574,42689
2880,26316
4609,95766
3045,9188
2114,72009
320,7760
3028,86526
479,7756
2712,66045
5688,84574
2924,10710
4797,44052
753,28980
3227,41078
3233,48076
2448,79412
2615,8879
172,14949
1725,4369
6582,31726
4601,5732
1643,69006
4052,15337
2714,82519
3939,83951
7003,104155
5873,27220
3039,52019
2581,81231
2079,52945
6710,76657
2917,85132
2658,81842
2714,82534
898,52201
23,4267
4007,92915
1618,68620
338,31766
1029,56537
2238,59943
2274,20794
2937,78610
266,5253
1661,69173
1738,70687
6739,33024
824,3760
1012,55915
1202,5962
33,1868
1956,21289
725,5252
254,22440
1,738
3078,15256
714,4341
6423,27237
4703,12462
479,36612
753,2170
1170,60970
330,3342
1628,14508
2782,41804
4801,26130
6404,32603
3873,1029
720,47130
7093,79684
914,53087
2951,85905
3553,62255
4922,4583
1048,55312
3951,13525
4786,15237
91,10080
959,43256
578,43173
6397,2746
1516,7263
1245,1714
6531,68270
3632,90255
4204,75409
1186,14436
1499,5313
186,15632
600,7816
3321,28590
2907,43052
4597,42927
545,2048
4222,93973
272,26394
2098,10052
2838,76794
1363,64704
2461,31603
1310,2759
1029,56594
3281,32051
105,10987
586,43792
5509,44880
6476,102794
8,1584
3994,2287
695,46128
121,12070
1718,26078
331,31015
5077,42997
2692,2584
4357,15156
1055,57554
931,7099
6918,42287
5415,91738
6874,34533
2784,65619
2264,7642
1725,70345
571,42160
5655,88923
355,33316
120,12010
3369,26401
4151,93678
916,28323
4090,49420
636,7141
441,38369
4364,59790
5435,56760
2203,28559
4027,24804
6740,103413
258,23873
1037,8075
120,11990
3325,88668
230,18737
1048,57123
373,5306
4949,97478
507,40585
3467,58710
272,26209
625,44463
5567,11920
6311,21299
5852,21300
2546,80909
6543,60234
1095,58365
1813,33964
4236,28753
254,22410
541,577
857,644
5753,58912
4741,50845
6918,44352
565,14957
479,39683
6423,51321
4470,60239
4758,1937
65,465
1192,55032
2448,66267
318,7675
424,15326
290,27721
1120,28497
316,29098
4479,95235
3866,26085
5664,15156
7044,63974
5129,81398
221,18075
916,53135
256,1863
2042,74401
6846,103665
247,21615
7164,80251
6806,93993
3120,81945
1125,16201
6102,10822
65,8250
311,3773
6791,76442
330,29856
339,31862
1662,69279
2328,74773
347,32759
1278,52839
6339,95493
2181,4064
20,4026
6486,102841
1227,26240
1012,598
3137,9960
1727,61346
1995,4353
2342,49108
2336,5016
2463,79681
2211,75904
1232,48587
225,18290
1351,64562
2179,4068
5330,490
73,8936
6144,64309
1320,63984
364,34245
6429,84556
6124,48814
3055,20204
258,23789
1179,61162
89,9881
1654,53180
4733,85280
664,9426
503,2582
1887,72387
2995,5216
479,5407
1978,73429
311,28937
5900,5692
1046,14444
726,47600
681,45848
916,51270
438,15156
26,3405
438,5014
4604,11871
2946,4299
3971,14269
756,49165
876,51801
1984,39018
282,27383
2889,36353
6932,94888
6473,26335
2284,25135
135,501
5359,70185
1618,68695
8,1390
747,27912
392,35686
3393,89037
899,2056
2294,4769
255,22653
2272,71665
392,36021
6914,2802
6020,64765
3001,2739
1907,4488
4704,96200
3803,91071
2963,85949
3415,46800
407,36549
3110,26472
7051,104320
3837,91469
3073,85116
2238,19006
2788,19679
6051,26281
336,31709
5713,14816
7101,2055
234,19425
586,2056
852,20171
5881,5016
256,23232
5648,63951
7226,42672
2525,27103
2930,36914
3258,12421
6239,31648
350,32897
713,46816
179,15266
5358,9919
889,22712
934,6892
238,20244
2441,79218
426,120
4238,87724
2917,85135
2479,30953
6489,58930
1083,58018
10,2135
2511,2510
167,2450
237,20158
905,52607
563,22977
1095,7847
4529,14736
2805,14871
2074,74750
3292,34625
4315,1954
5103,77879
2231,76267
1114,47483
350,32892
1150,8616
6839,23304
976,28156
1045,54469
1807,71519
2264,25392
6423,42878
4852,2551
2685,24661
1542,5226
272,14444
194,16554
1763,20409
4127,8860
2567,26116
3802,88351
1407,65563
1029,56648
4884,89609
6255,14444
4317,94425
4746,96462
3866,42956
3891,58944
4281,4352
33,4892
1095,8310
532,6727
451,2064
271,25672
1793,135
4193,93231
6329,85263
303,28352
4849,51216
188,15757
3757,75428
5744,2056
2293,8579
1286,63442
3184,42993
4259,94117
4447,11025
2882,57514
4522,51012
3065,86980
246,21485
1342,2034
23,4167
6406,75448
2041,4148
1956,73040
1350,59285
2035,33061
182,15378
236,19887
1365,38282
1589,37920
2478,79828
2923,85258
3866,73081
921,15525
193,16425
255,1340
2676,2110
578,593
4637,23068
1341,58345
1232,26245
6765,21300
2774,57461
1055,14816
1170,61007
272,26075
392,35742
1732,70556
2448,26235
5498,8227
2030,2463
197,2456
1515,38955
5730,100154
2814,23168
1232,38708
338,31795
258,24098
988,55078
6344,14801
6577,15091
123,12097
3823,12049
2658,48410
1170,45169
567,42536
3382,81011
912,9364
4438,7987
3369,88933
2923,76182
4104,80860
1100,6884
4003,55293
1027,56418
2573,965
1502,47480
0,520
6291,102240
2445,79319
276,26941
5642,54199
812,44062
72,8893
4700,96158
115,11716
1078,57846
578,7328
4887,97262
534,41530
1289,16424
4720,6637
6736,103406
5285,79049
6051,19094
1029,13216
2718,4352
3151,87596
6088,101588
1461,1889
219,18013
1095,56239
2876,81897
1980,16232
4695,93110
194,16622
3129,1055
959,1519
2669,82007
641,44958
2540,6401
263,25039
190,15902
2012,4055
4660,96010
2237,43532
327,29492
916,360
7225,26470
89,9715
6967,85618
1193,33840
6995,56920
3560,44601
6104,2802
1103,1977
319,5259
43,5619
1055,3675
2905,2802
259,24803
4713,72497
5565,3343
3186,50558
3064,18955
2571,36947
2848,26393
17,3731
890,1298
7315,1055
4471,35179
3372,84984
3856,17456
6082,24728
2768,50364
5041,93673
167,14883
2693,66263
317,13749
3626,90225
243,20977
489,40068
74,8998
1745,4339
599,41498
1095,20355
5133,26111
1050,57289
2567,2662
2284,25358
6404,68461
4837,79478
2022,11743
6537,86952
2211,49507
1455,13033
2658,65205
6578,70185
6184,42808
4381,75778
2574,924
2250,70382
5157,98294
2151,28712
1103,56391
6158,53634
414,7295
701,46295
330,14155
1091,58234
4945,72500
5370,82999
5292,58955
5557,74988
1021,56335
720,47277
3790,2086
574,38174
350,32868
392,36032
480,39712
1911,1113
4825,23295
3260,64760
4726,34087
6563,10710
2399,78463
6846,19565
1675,43085
3085,87210
6918,19576
5440,8684
5714,83514
1574,68195
1055,57439
217,17912
753,9908
3082,4847
2876,32583
3758,6912
726,47816
3858,26383
2939,35122
574,42865
1222,2854
121,12079
2418,11266
5996,88874
342,32254
2040,10842
503,40531
1980,27741
2780,73921
1950,14820
4307,88428
6874,717
5353,58809
398,36359
330,29794
3362,12070
5132,8861
2079,10040
1392,65204
1806,71492
949,54042
6146,92470
4868,23313
1938,72843
2529,80742
2525,33531
5420,98943
2375,26125
1700,1397
4940,66974
336,632
411,36799
256,22859
1407,5269
4248,6368
4769,41460
6141,101775
4355,94619
1830,40675
553,4369
1200,59171
4883,97229
775,49602
4029,45452
3790,81947
4547,95511
900,52253
2245,76556
613,11378
4839,53235
931,22877
3896,26263
592,43991
743,27910
3700,21767
325,4292
330,30082
1029,26002
1459,66608
4991,97648
6821,17161
1225,42892
1055,57568
2875,77930
1025,34255
3851,91573
399,36371
2779,83079
6948,66751
4709,9364
6764,17427
386,35445
4701,94343
3055,86906
2512,80346
697,46196
1190,4369
1339,2754
330,30944
2694,82280
1021,8691
0,686
6476,102791
199,17080
4003,23580
3066,6912
2292,38168
1582,68242
259,24649
1071,57740
2237,76390
2515,77543
5353,98921
2354,77818
410,36691
6284,102230
1439,66025
205,4977
271,25501
5644,24728
431,11015
1341,490
6598,2856
7000,73384
1079,57881
4514,8628
1647,43436
4450,27243
256,23273
863,26180
2035,33840
930,53388
2867,84310
6543,103030
3155,59096
1956,73121
321,2126
3211,88046
4934,23302
303,1732
271,25480
400,36395
3500,89550
5282,98709
4037,3587
7228,28762
3294,7169
5655,16357
1593,20829
2250,31663
5072,6931
580,43506
1120,12449
5396,1340
3911,92157
5533,99448
6157,24786
413,5314
914,53066
6440,27233
2907,58464
336,4845
2364,5505
2772,82958
89,9725
3045,12551
1628,68818
1385,65147
2575,73267
346,32635
1988,49117
1029,26427
2122,75210
1959,73285
1098,6839
2993,70991
5662,585
2876,4781
824,50716
5902,78582
2880,77512
2442,79273
1455,66397
1102,10466
281,490
1447,66313
376,5238
2480,34314
1267,8273
1103,58924
1195,2802
258,24317
236,2068
48,6734
5837,5217
1782,10842
336,31406
313,29042
1740,70731
1712,2790
1370,60960
64,7384
75,9280
1115,59318
1559,67940
2918,84487
2872,66261
4717,96285
1282,4589
1036,56814
4969,64661
14,2680
252,22101
1055,490
4741,58345
2237,65737
3023,40184
7228,11398
258,23525
2413,65865
2908,58834
6153,101875
2161,27117
902,52378
4675,66588
1946,10725
7159,24182
151,14306
128,12574
513,15634
2552,14803
2147,632
268,11979
3160,1113
803,4369
1738,20468
900,52277
2567,46024
1385,1340
5963,85748
618,15796
2523,1340
1782,71165
3811,91296
2869,5311
2498,80252
302,7287
5842,58746
4184,93827
1303,46080
3133,30640
5233,70507
3896,1889
2358,4339
3783,26156
3912,2226
3839,74734
2435,79115
3859,91659
5648,26358
750,699
5410,11925
1089,21044
5963,5395
1349,3573
1183,15288
1563,68023
6400,26247
2461,79657
1567,68115
260,24968
6167,92137
2465,71314
230,18805
6181,101942
3879,67108
7356,33062
5216,86327
2940,14320
4683,87318
48,6725
2149,26277
739,48113
4063,50208
1012,27836
4558,43580
242,20757
523,26591
662,6478
1969,73376
302,28315
5705,100104
2889,78747
1086,27441
1005,55555
1518,61575
892,52049
291,27744
2207,32499
567,42578
1646,69030
336,31301
3492,11148
1487,1967
1158,60779
1304,38630
1192,61404
309,28872
713,46836
3084,62897
2051,56690
2354,77822
197,16972
922,16546
7019,58823
414,3490
3852,528
475,39301
64,5722
2885,84638
4056,38231
1095,58345
2708,82425
3827,26257
1786,36633
3024,10466
3164,67421
2412,78716
5261,98648
46,5808
5953,18765
652,4352
6562,103071
463,38859
5750,7026
5889,60648
5408,65893
3863,78514
5646,53223
1847,72149
1385,34640
969,54464
3913,6891
7210,104708
197,16965
649,632
5505,99380
5983,81071
400,36439
435,37931
1167,14968
6633,21293
476,39313
2943,58856
3116,4720
2156,64771
5591,83663
1091,1827
2534,80769
574,3640
2945,17834
1955,2584
1385,26231
2388,78256
2831,39127
952,54085
6535,66200
4987,5530
783,49839
2487,49218
2498,80241
1176,61107
40,5479
2032,74232
414,36967
6854,80787
279,8882
194,16601
1805,21847
6476,80787
831,45259
2515,4353
3915,92183
2889,12066
304,28520
1518,51037
3595,90052
1950,72914
1232,711
253,6052
964,32666
967,54443
342,11464
70,8718
534,41421
258,24292
5493,2701
7336,84303
342,20401
2567,58887
6853,83259
3687,90477
3157,50843
258,24350
5578,65029
6620,10611
898,4339
5508,2004
1120,10922
2939,85674
1813,71715
5155,39057
5662,70354
3152,87609
7296,11605
1029,49108
3432,71219
34,4441
1522,67481
2735,42282
6837,65144
5640,45556
3167,84525
194,16520
290,2634
1393,37077
5972,93045
5287,30714
2060,74545
750,19152
1232,62242
307,28753
307,28719
392,35933
275,26641
48,6719
623,19520
1726,2802
1447,38444
5662,1807
394,36156
3863,91746
321,29303
6899,5216
387,739
2354,77839
3605,14904
5429,632
4019,72030
5823,8578
272,2114
438,38063
6826,103636
530,41315
2541,6401
363,26780
373,34528
12,2306
1095,6659
1752,2739
5669,4589
2002,7987
5957,1977
2978,37632
4854,6998
3869,61642
6972,102281
1735,13118
9,1849
15,3504
2943,69607
4495,80739
6045,16640
3902,26316
574,42850
7035,86773
6035,76217
3369,1995
651,34682
2773,14589
553,8534
142,13926
1732,70557
3572,5313
36,5302
3569,33762
2034,28542
1278,48843
2939,2791
1373,34042
2770,14083
764,15513
5474,6738
4793,41681
4064,87153
1956,26237
4136,35156
2079,30609
1168,2634
2558,76978
4947,75073
4805,47741
2706,17985
9,1892
3040,42992
255,3462
671,45630
5701,82739
1260,35838
3790,57436
3860,83535
2923,85288
893,46124
6509,61156
2103,75031
404,5335
975,54732
6489,7872
280,27144
6378,23288
3279,55376
188,15844
6264,21239
315,24288
2567,7130
3954,39222
3911,92158
2686,655
6165,77525
1720,1966
989,24802
1496,1889
3773,91040
46,6641
5954,58963
649,12066
1718,11039
271,25609
3304,644
2027,74121
203,17414
5046,30670
7228,104754
1268,46290
2614,81505
2448,72925
2778,4370
3803,16223
46,5813
3585,8018
2683,82109
4779,91128
3888,14848
194,16507
3232,12039
2443,79300
2405,13621
6276,34457
371,24243
3985,4861
338,31778
3567,52019
1209,12607
4047,14857
568,8241
1498,67130
2726,82643
2956,85915
2493,5209
6111,20392
6788,103522
4060,490
4419,34242
3366,70453
4585,95674
872,4571
3076,19100
74,2065
482,9689
2380,78164
4455,44595
1232,62154
1523,26072
914,53013
463,38857
1112,14315
151,14289
1099,17181
123,12088
3611,90153
849,3792
6184,91278
1789,28228
4758,5311
4134,14803
3046,21897
7224,10710
2360,77929
272,26344
62,7245
1546,22402
1618,68609
2917,8579
1027,5667
297,28051
1092,58261
4266,30624
3104,181
2074,74690
1990,73659
1725,70229
6324,102305
6179,62906
3867,77911
3034,14445
2765,82908
3773,21300
2784,15517
5608,45256
5483,64435
6434,75324
2181,75677
1438,26125
107,11084
754,49116
2020,74078
2916,19627
418,37233
2916,5157
3097,10092
667,6437
2237,34823
58,4370
2330,14083
895,52069
2658,81868
1444,26296
2231,76274
6062,7182
524,6721
783,49809
3737,51181
3873,41964
679,45722
680,45745
4360,85865
15,3614
258,23600
578,43213
2683,82119
6435,85041
4556,56360
1012,55796
397,36308
306,15732
5704,1949
1001,51016
3920,63838
2504,24585
741,48329
3346,40074
960,52567
1567,4204
3129,87458
2535,76303
7210,26401
327,29520
15,3449
1303,29748
2461,79629
2785,76994
1514,30912
5618,23121
1284,63384
3392,10165
1032,4339
326,29434
4506,95371
1669,69665
100,10775
6009,52078
7097,83291
902,52454
95,7983
2160,13602
4331,29682
3262,2781
3436,50804
3153,924
3104,16424
8,1276
65,8242
2876,9966
1996,73727
2997,12513
3873,84005
4040,1995
1988,490
3017,21231
4407,63709
3851,585
1196,4192
2105,75070
1120,59611
1541,12607
2487,72601
7112,104505
4677,96061
5143,19637
150,14199
4350,94552
1002,5101
623,15375
14,2584
342,32456
2329,77540
5651,70454
2666,2754
1012,51147
4492,4353
5212,51696
995,30635
1447,62922
1334,5302
2002,14887
3858,63979
415,37058
366,34305
414,7595
242,20689
2001,16253
3645,14934
2301,77138
2943,14903
258,24509
4853,97128
6896,103836
210,9065
9,1898
4716,45287
1499,2739
7100,51829
3693,90562
2504,632
3235,73824
6758,6610
258,23381
3146,87560
5697,98660
2322,22328
140,13779
1143,60525
2525,80522
6032,78896
193,16421
852,25405
1307,38023
193,16169
194,16594
3943,92341
6704,23335
73,3197
3902,26254
5110,5160
6649,63979
2330,632
750,23004
2133,75249
5649,74197
230,18706
45,5723
2249,41024
905,52616
2761,9723
1452,66372
428,37632
6859,37686
342,32481
5121,82815
699,5161
4804,43822
6019,23216
764,49291
6337,57789
1662,69404
748,48592
750,7982
739,40106
756,49163
275,26729
5576,34639
2917,15105
3255,87739
626,44494
2648,14823
7210,14842
18,2754
3,899
341,2072
1444,66266
2764,490
745,6315
2695,26119
1956,72997
4085,93404
3569,17515
2878,19633
3504,14279
777,2701
272,26079
3923,45193
97,10592
336,3533
6830,75356
1488,48413
852,609
3235,1048
1029,56466
4437,94999
2312,77300
808,2697
634,16160
3302,88547
2471,79758
4225,490
1076,47571
4374,14816
930,53614
1662,69258
4506,63897
1961,58923
412,36820
2393,78374
4801,30938
7205,51571
5364,98955
2287,3892
8,1444
7139,45813
280,16396
226,18466
1544,67716
4489,40535
1795,71341
847,11598
2419,7063
194,9410
857,51334
3470,23189
4027,1340
578,43424
2940,27532
229,18571
6298,71858
4207,38602
2574,81160
308,28830
1182,60934
2784,57541
322,29330
262,14860
1353,64617
1117,1124
634,16418
6424,28712
3427,36241
952,49039
303,28343
1640,68949
4123,42912
2759,43517
2148,75333
1520,67394
356,34018
1409,54200
414,255
6587,13955
127,8371
5930,69947
3115,3573
6036,101347
6995,41078
261,24995
7228,84949
2181,4352
2939,37526
3226,34085
258,10893
2304,43446
3074,6705
6088,101617
989,40181
4015,16561
4771,15830
642,44975
4839,59019
1727,47278
1103,58811
4128,93596
1329,2662
4082,12830
726,47743
5113,82139
186,15634
1901,16260
3566,66136
233,19328
6698,96197
318,9874
6333,85784
237,20133
2687,4846
2579,4336
1095,58311
760,28962
3158,624
1202,35149
3115,72593
1385,17258
5352,98915
899,52221
6220,40137
5792,632
4266,55162
1002,17916
5570,2701
962,10234
3808,85278
60,4659
1906,21907
1599,28712
6233,54337
1120,27530
375,34794
5970,42911
2367,29624
3048,86833
902,52359
720,47174
7149,58905
2705,58963
6840,102338
6273,102214
3927,10394
4229,10845
7265,83514
1511,42820
7360,74976
373,34618
2444,79308
2788,33979
4563,81155
3845,58844
775,18570
5058,60971
7222,67178
2886,28667
260,24941
2547,80914
6970,104042
786,49930
4785,96629
1120,58054
1287,63455
1511,23206
2742,82730
4745,74984
2932,14902
7021,22420
2567,5252
2943,49098
4460,20494
1125,60139
6910,15965
7355,63230
890,52018
3250,1445
902,23893
1283,55645
824,50671
3552,89849
342,20131
4906,44208
3801,53793
165,14659
1921,59120
1227,7498
3239,53235
793,50162
5746,100226
6018,81247
2943,2621
7327,73534
6877,81560
4144,4841
203,17344
3695,3925
5508,618
1662,69239
3039,24802
3103,87300
2761,42303
436,15214
2939,83770
1860,53055
355,33523
3501,3405
3892,84724
6467,27243
230,18673
1795,71015
5158,68544
2963,10842
2660,80993
5255,85288
1232,13255
392,16725
4005,82023
3944,31608
1717,41308
6486,2879
2658,81857
3921,26294
1120,28110
258,23473
1190,61355
2354,66139
1461,2741
290,27740
3363,62277
66,7801
1271,46024
3669,3790
1144,7643
2165,6865
4438,32794
4526,95435
7267,1614
6098,14325
2908,83205
750,40458
3819,91328
3688,90528
2896,22110
797,50244
2787,24983
3404,89089
2209,53806
578,4092
241,20613
1395,65261
2448,79379
1841,6905
3930,71654
1002,40759
1046,23310
458,7157
7307,58881
1114,21068
998,55294
2792,46912
1789,5594
255,15547
6382,78722
2411,53616
241,20630
3363,15948
258,24465
2512,9123
3235,70904
5691,42808
750,9659
2209,42131
4801,71778
6723,93568
1232,62216
368,34343
537,41687
959,53638
4573,95643
2164,56062
7338,5174
5528,93703
489,40092
3573,1807
2722,10514
1132,6936
3085,87209
1722,6631
2919,83063
1103,34396
5590,99588
4621,8371
5706,1609
6972,104059
2799,83485
646,45172
2397,78442
2710,490
2700,15012
12,2367
4199,23086
534,41550
2001,73826
4180,82041
275,26709
6648,12821
1278,57515
6397,102516
4758,490
2710,10045
3174,21638
1027,602
89,9855
258,24189
2939,24798
720,31317
1469,41620
1725,70316
4765,2791
5481,81832
271,25735
5749,100237
5666,40842
2086,74421
241,20661
6548,8860
4952,42776
602,44209
4470,6823
5010,10710
508,1340
4306,94341
2032,117
258,23627
2793,7032
4550,14802
304,28536
7189,66181
3798,23269
6509,58954
1195,61449
1120,46480
843,6881
563,42277
1053,57382
3896,45431
871,35198
1166,14348
3945,90555
6065,8349
2582,2739
5481,2584
6674,42974
89,9847
1378,64954
2573,30941
2220,76098
4741,1182
2642,2584
681,45875
3857,82093
720,47393
4945,92514
4943,63015
1783,12879
6502,85800
414,5309
1397,17010
3303,50269
578,43403
1662,13627
3768,90974
376,24773
2758,3587
1710,7890
2687,82185
1329,64152
6440,23336
89,9802
5535,64365
534,41489
953,54212
6297,889
681,45786
27,4452
831,41877
296,25942
4512,95394
534,2014
280,21294
2178,75619
3057,28259
2572,81081
762,49226
4406,31745
720,25763
3863,91757
4834,96964
5845,89341
2887,528
6649,31793
1232,6776
967,2787
2714,82527
3185,71005
415,1045
3569,2754
824,4179
852,434
1537,14931
2382,6912
373,1627
574,42699
255,22635
5359,19321
906,52651
193,16235
1407,65614
6535,102962
2823,13248
1660,69167
107,11067
6806,31114
1103,34080
356,33930
5984,45231
5144,23321
3455,56682
2712,65864
1692,69838
1848,72170
2923,10710
7103,28258
390,35595
5480,1035
4692,10841
2343,77690
3082,20337
6957,23299
2942,18100
1170,60982
70,3656
3805,67678
407,14722
904,52579
726,47579
3369,1977
5542,8188
7220,51321
1999,54290
3559,36578
2238,76460
247,19850
5121,79438
1192,61402
486,39998
1284,63385
368,34359
1905,72618
258,24504
5700,62292
559,42216
3894,92026
7244,2096
5220,51789
1864,55602
2923,2004
376,34928
3860,58765
1956,73189
3803,91266
4776,96579
650,27253
824,50672
135,13544
1191,61395
3946,15685
5484,63650
4123,93553
5415,72547
1095,10234
1019,13169
95,4793
7106,85835
1089,48672
376,28798
5077,63398
3376,13822
4151,14361
1287,63458
909,52686
5346,632
342,32084
2387,78249
2939,117
7157,83518
779,1922
6531,21972
5590,58788
1407,65517
135,13301
256,23126
5593,83102
4190,49015
2040,69815
2594,55050
4704,70837
2854,45190
6538,82731
2211,57791
2405,26213
524,41051
2923,37145
1338,64378
629,43828
81,9409
5165,73231
3896,36914
3891,2056
1519,12513
1202,53306
4867,5252
274,26587
1589,68342
764,49331
781,49800
1937,72831
7281,16669
438,38064
302,7387
271,25560
3069,87011
5041,6912
